h,T
-26619.14512,23090981.5
-5045.090063,12670571.84
-3975.152991,186725.1528
-13885.5674,36230387.08
-18570.74152,46910078.91
-7381.159581,46958527.31
-2795.105805,16860885.85
-14563.22621,22292204.9
-2736.642259,19219499.06
-26338.83045,31068312.31
-23457.57719,37995382.34
-11985.79142,27349992.06
-23095.72056,21515281.38
-16740.56771,15022076.66
-15433.89232,30393884.54
-21190.398,33969287.27
-13435.29563,343269.1907
-254.3699213,29910433.99
-1302.637218,26548149.23
-22762.3971,26576055.75
-5512.741467,16485762.42
-27143.78924,240079.2242
-2890.185427,33173261
-23017.77516,6527015.575
-7566.824987,45723984.86
-29979.35105,15010442.07
-11146.23293,6438915.298
-10050.12349,5046483.708
-19981.41038,949197.986
-19751.79493,27538922
-24520.71734,17046144.91
-19910.87357,2134276.011
-9211.8736,35461725.52
-27485.99966,12152963.76
-15170.48657,1322922.755
-29581.64659,16748474.67
-30365.1914,40601021.56
-29258.05751,21500247.02
-20288.61673,20718494.29
-845.3704606,40385730.26
-18971.03293,12869688.23
-1989.083796,1625978.078
-5482.620675,21162689.27
-4545.191244,26539956.99
-21634.89778,36387290.21
-19672.37711,36427933.9
-12896.00349,14174880.07
-31898.67041,37118999.11
-17230.99569,38075705.04
-22029.7453,42072134.13
-1746.891822,14637984
-5808.924951,9130040.078
-30017.28732,43106030.59
-26195.99733,36788225.64
-20553.2675,32694170.82
-30441.70913,29385337.48
-28454.89554,6203203.005
-30535.97272,43964303.93
-22120.43762,12467669.86
-18337.69005,35688895.45
-6723.154999,5804708.163
-31316.29512,11528803.88
-3377.900543,15002004.22
-5975.869545,4412856.023
-30271.19708,2799411.395
-23961.10014,17951762.5
-16065.26803,18448157.92
-22852.28793,3976254.2
-30481.87824,20767421.2
-3983.171493,44894568.59
-11402.75715,8809468.382
-3079.053539,38159044.12
-26187.31145,42455526.73
-19388.32024,33534652.37
-14185.64805,43597290.87
-28365.62401,18201816.97
-20466.16032,7854579.441
-7018.689842,41353878.62
-3641.197635,1841794.187
-14955.69153,39869781.2
-27369.39068,21791284.63
-16761.24016,11329377.94
-4397.22357,34832388.46
-10062.65633,28246148.69
-4150.046711,11180501.7
-2404.168578,11358934.11
-16600.04044,8133563.818
-22276.60403,24870415.67
-23387.95973,25467296.33
-20948.58457,47986019.79
-21515.45198,34878301.28
-13305.18208,26409976.09
-14082.27127,44370594.34
-27943.19417,28651783.14
-10312.37741,42493933.38
-13630.03164,8865069.476
-29223.61793,31108518.19
-26832.46373,47092814.15
-22097.74278,18646803.82
-5322.363959,26007038.48
-8211.004691,19937458.87
-11636.75014,21506316.23
-27936.2263,43509593.61
-4981.957075,21946902.51
-26222.77379,25610972.51
-29967.20323,10440316.57
-30159.06118,33128793.18
-17156.74489,33800344.72
-11169.20445,36584451.11
-15647.34918,45588375.36
-3483.769422,33224708.44
-24235.09469,23411812.78
-17044.7098,42343792.67
-21050.05321,30079471.53
-24000.6468,35419328.28
-26457.25087,4351798.935
-26116.24844,14070401.94
-1606.874648,46021634
-7424.442586,12806826.52
-8477.91778,43170620.66
-2135.959572,8012774.288
-22167.70493,5258998.974
-12647.54448,27116820.98
-16440.33089,17178745.64
-2310.768089,8616010.635
-30339.0018,14038962.29
-21505.98302,40801115.96
-23135.19327,19487896.54
-10291.84232,17898375.55
-4229.204914,18835122.87
-20180.07604,18637682.39
-19221.1363,38424606.24
-13713.29308,25345969.44
-28813.87888,22242187.55
-21118.37782,15107063.83
-28879.71851,30530610.76
-23684.43392,19249391.02
-16751.13798,20068595.49
-528.1012127,18697742.4
-4500.078908,38264735.15
-25691.35219,28722780.06
-28075.61266,44412962.58
-22930.08132,31081279
-18200.48761,8819601.504
-30386.39545,17474604.8
-15107.59202,42747340.28
-10524.72382,1803711.258
-17773.01834,35860631.33
-4657.331822,44183399.46
-11933.48893,122398.5871
-21838.96664,15146750.67
-4186.710846,42698016.15
-26748.43035,24996600.9
-28560.3762,20102608.55
-22874.81178,7128602.305
-8931.901915,40329310.69
-3220.926824,24270274.76
-9391.774137,9987431.709
-12388.59635,15333091.62
-25464.57443,17837171.71
-9236.374574,39563514.33
-13988.75777,12921532.56
-7362.79288,29727466.37
-13808.92392,21203414.82
-30751.54041,33929601.5
-21332.07124,14524960.05
-27260.97371,24130825.84
-21877.03049,17981903.35
-8033.041889,45853726.69
-26200.22629,2895325.77
-638.8888238,26987000.01
-14277.73872,2181784.592
-14498.87607,23766980.08
-18248.68783,12906840.08
-20942.52045,31116348.01
-17024.25554,2108216.367
-27705.88262,28817870.56
-18110.08632,35042485.45
-21922.2133,4784559.59
-4729.317278,7628858.283
-26679.87159,44860021.38
-10870.51699,38735498.77
-4562.601586,24236948.71
-10910.26816,5611478.202
-24310.77627,34738967.5
-1764.481401,45508152.6
-29674.69917,43055318.05
-18492.558,10043536.87
-24995.53259,16350586.54
-7580.567754,31828237.99
-14927.89695,28667627.58
-23306.40928,41753742.34
-31734.91938,17192782.58
-21995.0649,23056530.61
-11254.76818,12805468.7
-22229.16513,27236115.15
-24131.10664,8314676.777
-9172.214668,22115325.07
-12163.85478,37829063.28
-5634.562492,10812875.18
-16849.14387,45126434.94
-29128.0249,42107677.49
-18066.73192,37717528.68
-17904.85925,37359671.64
-26546.50551,34081784.88
-30877.67173,2292704.021
-22421.5921,26428449.36
-27865.53384,6331427.31
-16050.96629,7927809.509
-11004.11419,18385828.03
-22055.44104,16260952.98
-27185.6262,12761462.62
-11886.62285,2976875.791
-3190.295951,26277913.78
-11221.45943,2842121.183
-9409.364353,41652739.36
-5006.278196,31566593
-10478.01501,23664884.52
-878.1880504,43153102.78
-11646.26705,47355673.73
-18347.95334,33616308.54
-30219.03974,434113.0948
-25230.20063,19012370.1
-5983.111063,7065235.595
-4529.966564,45802280.66
-24928.21215,33595537.53
-356.7862166,40992643.3
-31163.60482,33285569.57
-9534.789769,22451097.45
-15824.36886,2407120.577
-10471.99127,25625114.82
-18690.51767,45164541.06
-22298.31193,10961543.59
-20796.26069,40924947.55
-18900.30064,1853577.827
-12425.44628,31661161.15
-24376.48771,41945581.22
-27347.1335,41264705.42
-25573.96022,8372096.453
-28627.36093,20319681.58
-2699.371823,39250462.6
-27810.9305,7546047.661
-23236.65222,1604539.733
-10968.66268,46260066.4
-10972.63831,46974225.96
-4803.437934,27426319.53
-11304.61366,47458098.39
-11166.08879,27712184.85
-11853.43478,19670307.6
-31123.90473,25383705.31
-20753.29618,8554672.812
-9995.9864,30004369.72
-4789.721121,23435304.83
-15244.55091,14712423.87
-18848.59552,33328065.22
-14001.35995,29615953.1
-22884.33922,28680854.74
-18817.86366,20804629.72
-14639.61451,23974544.58
-19770.9895,7257429.974
-16824.30958,37581075.15
-10460.93964,45110469.72
-14066.07218,46785581.15
-16058.5653,3111419.46
-4336.066223,10259752.47
-22509.30635,46603776.38
-3106.704375,4530875.206
-13692.00632,17408073.15
-27025.03167,14309386.81
-22775.15897,18415497.79
-11627.40302,1076663.906
-17228.76753,15449624.96
-2258.969246,15585189.39
-7221.472948,32500266.93
-27748.38074,10507918.76
-31786.07234,46565259.13
-6307.554475,30088613.27
-25223.62925,40092382.75
-2795.466171,47778235.31
-13496.02417,19105332.23
-3336.656742,11082411.27
-26539.60736,5119589.228
-27534.21679,3375861.601
-22714.61162,21796708.78
-18486.86404,47767748.45
-11346.87099,37352970.81
-9525.408501,7878251.281
-17988.34329,1361262.941
-27247.89882,23278340.57
-5955.225346,43862778.5
-21485.56463,26922955.34
-28556.1004,2676819.354
-13759.80393,32076838.76
-23681.37038,28434722.01
-30593.17577,13718675.53
-23583.62029,24297215.52
-29064.21719,26732757.26
-22836.62165,34547626.19
-5697.214397,24361724.01
-27543.92016,38119020
-30132.89076,3873019.105
-18673.56389,11668345.63
-3422.834977,18330538.2
-5612.018555,10051554.54
-29639.84515,16608934.88
-5475.26957,40120614.32
-3107.95742,1737563.153
-7053.312048,11049176.02
-19181.90423,38815207.56
-26763.00982,47517990.28
-9225.089363,32679691.22
-6592.788249,37555774.13
-13562.43742,5970271.674
-4247.510087,22673794.45
-24684.09116,46843038.83
-9939.566329,10880118.75
-20084.84224,35904031.52
-25887.36651,6626705.571
-24282.01119,38314340.73
-7307.031951,7246187.898
-21825.38013,43215958.8
-15083.02098,25281649.02
-4162.081261,29816047.63
-19787.75313,957656.2452
-8822.011408,21454673.73
-24798.90453,37436604.46
-1786.116824,3814944.023
-6923.007632,36308188.37
-5860.055351,24415335.4
-3308.90666,36961014.13
-20864.29211,25175342.29
-28319.45551,37181944.68
-21669.48028,45036826.78
-11485.82547,28447844.84
-3865.535884,23317212.63
-22853.14611,36666743.39
-58.6555143,30200988.25
-20261.28503,25035343.51
-3771.445889,34914710.97
-27780.6356,46872752.36
-13385.0723,1372715.951
-18519.78224,21844340.76
-23906.63347,7913661.258
-14255.56239,34307735.69
-22951.4427,13497922.58
-24509.37981,38739136.92
-8517.425533,19282959.86
-12411.93391,795508.007
-15731.76881,7419058.222
-19718.43928,14464325.76
-1301.210852,6509044.222
-11961.03967,15057521.26
-11668.79053,18495234.14
-31880.70545,13314756.7
-745.4213146,17861707.06
-4139.39586,20905780.6
-30358.62796,31737344.87
-6863.242005,5695579.613
-27745.42523,42773721.03
-11542.67735,13663235.52
-19076.09315,22466300.99
-29247.20144,6688501.42
-25376.3794,23914823.91
-5595.884409,16414743.71
-16127.86237,27286195.73
-8187.959692,23350572.33
-12381.44362,41830165.82
-28498.13531,3035682.973
-14235.23628,30843286.58
-9571.26465,21938115.4
-5386.907181,24816732.14
-29460.62121,29235347.69
-23160.24127,34398851.8
-154.6746874,4497726.304
-2032.509881,19696913.56
-18473.3138,24795944.81
-4757.347158,3992744.515
-7847.396572,26913890.22
-22785.67191,40355359
-4832.298458,3946232.984
-6604.842386,42929568.62
-5603.885108,30103665.59
-4209.932984,42086680.41
-16146.53879,1564779.982
-30872.67698,18924470.52
-17386.54488,28024177.07
-9989.435755,5032793.284
-18993.98983,45561719.89
-30805.11099,14683390.64
-7453.845896,19366038.5
-6316.781319,26939947.91
-23348.47557,26984416.11
-24383.04181,46739193.8
-3760.390858,38840647.8
-11418.28833,32675611.94
-6105.886378,36567438.16
-14392.12334,44124953.6
-11249.01854,38274960.78
-26182.16975,44090945.52
-19158.32491,5147564.61
-16001.77073,38558050.08
-29278.3556,351416.9421
-18026.96186,29122521.6
-14590.83635,7101520.556
-11452.92391,27747112.04
-22624.94144,27402334.87
-9889.154097,33687362.46
-27927.3852,6668589.495
-15151.56014,32346528.64
-5108.265739,28283062.19
-22919.90438,2831978.094
-14152.43961,43300121.51
-7225.444306,14572615.56
-7886.329414,32527912.69
-14228.99578,5824717.109
-25957.68375,34500804.04
-19045.94159,20478539.41
-19858.72325,43980026.72
-11333.47847,24679419.67
-17960.2398,1595950.376
-20893.87114,5395368.472
-16312.24945,43564859.65
-7503.019755,39808314.04
-24218.82971,18237905.96
-15765.31124,59151.09418
-1246.571771,1262545.779
-5966.728996,17884586.48
-6336.387347,37513472.93
-8217.823965,27456844.92
-5659.115631,45260865.33
-8246.269673,7584751.214
-2074.951596,1536739.06
-31322.62333,13400083.14
-21974.07982,46576139.81
-208.4073693,17727135.43
-24577.89153,3266026.984
-8421.104928,18408274.86
-13574.45917,12231094.87
-5441.497485,9976850.623
-14768.0188,7270776.203
-14533.33114,16325443.19
-1025.550837,700007.7774
-6912.211789,20162805.8
-8087.524472,8822570.894
-27624.69295,27932486.02
-22325.58604,3626199.093
-82.00342105,12639388.63
-17798.44459,24577880.93
-10449.18895,1241664.963
-16538.30504,37238473.41
-10384.7674,20875839.09
-15438.25055,40718960.55
-17933.77178,19286980.95
-766.1205379,8402218.899
-19509.58288,21375398.71
-12298.4412,8599323.648
-29281.12913,39274062.27
-6556.484826,10934975.65
-25784.91142,27268318.07
-2200.159982,22640923.16
-15614.49232,31299472.45
-25858.26869,35466411.76
-2924.208598,42409238.43
-29541.2657,41622134.69
-26817.06957,36299694.28
-15881.99696,29678099.22
-181.5131248,20393566.88
-14348.41694,8450506.054
-22424.97508,5137982.188
-23278.26347,16715461.86
-15422.28783,33047972.81
-13416.62759,37703008.6
-26018.93993,39985709.58
-23377.99704,18064220.09
-2218.530632,13420618.99
-100.2172291,46090091.09
-5735.465894,35346260.74
-21239.35406,14830274.33
-735.845074,13324550.59
-14553.99046,38980385.75
-28071.60944,8112206.07
-17172.25543,3202697.277
-789.29813,43288660.86
-21542.79297,47202781.28
-3677.344625,30283961.42
-11293.82891,5692606.476
-20160.54953,42547453.82
-6215.642281,19195285.5
-15787.66957,37521056.15
-29538.97968,45220711.21
-15427.13573,24374374.69
-3117.678909,6591289.852
-31445.91092,23491414.49
-25100.92538,40101425.5
-16701.68405,13185780.71
-11816.9122,37454898.09
-25820.33471,15386454.76
-1221.730088,31254404.44
-6772.427389,14196665.7
-22665.57896,6472123.358
-10985.30892,30350464.38
-21915.28408,40552503.7
-18208.29703,32302378.11
-22668.15841,503974.049
-29202.72677,13221051.05
-25157.20709,29970977.8
-31100.40948,18948647.75
-27811.15417,2376206.628
-8456.234745,13894136.25
-21836.85116,28706280.8
-25639.06015,35725865.88
-4049.823819,26748759.17
-27789.53568,17059594.69
-19732.9399,37173018.53
-13500.65763,11987116.08
-28138.74241,13956657.85
-19614.48369,39527041.69
-2007.009699,4754231.068
-2779.831702,46415445.3
-30795.05511,39492592.96
-18785.26111,46612393.6
-25803.49231,44802467.97
-7180.719347,25198088.77
-3452.725527,8343541.922
-12201.30983,12475512.28
-18118.29035,39604046.26
-13009.05016,2305708.467
-22234.52527,42998309.89
-15477.35629,11119456.61
-12117.1362,24748523.69
-3145.647755,39636731.84
-20376.43195,538650.3158
-18089.22286,16397506.84
-12988.9891,41249907.27
-10299.62156,9844865.532
-30047.78629,17926747.94
-7699.797263,22041674.17
-29069.9907,5874954.193
-18977.34983,34479141.24
-4010.049397,47628750.88
-1871.47416,36166771.52
-12730.77116,3309149.71
-30915.95198,33705768.66
-8636.336316,24245894.5
-7690.586395,23289789.08
-10196.6829,34631938.32
-607.2466585,39010868.43
-11939.90578,800783.0221
-10756.46197,4164712.69
-7862.472161,36622447.09
-426.6481453,1868193.457
-10197.90199,41480171.81
-4406.783434,22134596.36
-28028.29564,16045496.64
-26394.19178,37648887.78
-18386.64058,40641456.35
-1351.931335,38303239.78
-30104.92705,38195766.23
-11821.02292,45321019.91
-16192.5411,13733103.33
-3978.88795,45097807.68
-7072.197575,7376743.563
-11049.11711,3384015.949
-19424.54972,8510111.988
-13168.96826,3144583.034
-9755.125419,29901075.36
-25526.4626,19587459.78
-2902.708078,20305002.8
-16352.9709,9419474.329
-30144.0367,7539851.61
-29014.58953,36526784.05
-24207.96891,47395389.42
-8054.132981,36286003.34
-24087.35056,5462968.449
-13871.78744,22619069.06
-6174.625629,44165096.48
-420.5981365,29437271.01
-18428.05207,28404804.3
-329.495944,10656974.91
-3806.284159,45989397.84
-18281.52344,37601397.76
-17571.22464,43180942.15
-22157.25445,20353256.07
-20254.30216,18291495.12
-30475.09219,29558018.09
-13511.4926,11433047.53
-1370.355607,36913707.02
-27589.04558,20742783.64
-9356.185097,25634313.94
-15967.61325,34512521.04
-14074.00547,40863515.04
-282.4952254,30341461.8
-17034.50407,30017899.16
-3386.048475,18901853.29
-21783.8165,12605127.18
-31406.72222,4211004.782
-7099.062106,25859570.81
-17665.04625,36747175.05
-9023.581996,511253.4651
-29926.95968,9923056.307
-12489.78069,4143582.46
-15502.49332,16110710.35
-4868.648438,35740021.91
-30576.9682,10527767.72
-29140.31816,9324015.931
-30784.67398,33981583.88
-9542.928641,39842547.21
-1096.301888,643179.7654
-16111.90641,33467464.84
-29585.73019,5223671.949
-31762.1467,32390612.38
-23125.57413,13511033.5
-23608.84893,45907473.23
-24660.7449,44488774.54
-26420.57572,47313067.52
-5152.957066,31319963.13
-28867.48083,13277119.28
-18036.32229,12483249.57
-27280.35564,1277682.327
-13142.2991,27501731.59
-19944.88456,20097493.93
-3921.236119,45576364.7
-11603.70961,26722092.04
-6485.895407,9312301.971
-28970.9708,6293450.832
-9516.886861,41732275.43
-18064.36423,36149275.93
-27699.98684,37059960.77
-7641.486153,31497244.32
-31275.96838,30039783.09
-17846.06491,38443574.47
-24881.01765,27938411.66
-5186.617845,15908582.31
-15722.26496,34895620.97
-22220.44239,9835168.015
-12178.81846,7578759.203
-3905.035157,43237177.5
-26386.77906,44066469.55
-6510.808391,15837190.37
-23976.16262,663601.5347
-15164.78783,13799172.51
-22740.63285,6190320.824
-6813.280142,6385885.806
-29407.00628,24648453.97
-23971.44674,4372912.431
-15654.84772,15343204.79
-31606.57816,5354397.228
-5845.064008,43724321.89
-7890.225783,23856670.92
-1803.121375,13615375.46
-6043.136416,37682117.05
-21364.21236,18305533.77
-26345.78664,36694243.06
-12965.02419,44556687.31
-2291.79957,33297079.56
-997.5464156,33523117.31
-28428.07434,9001740.663
-29791.0118,17085883.33
-28947.60183,19380350.44
-15354.89356,218474.5859
-6441.915299,10909854.3
-7571.700195,5234300.83
-22078.16334,34145590.1
-5358.427775,3455184.516
-1333.706419,18140014.38
-4675.80099,46316435.35
-26269.24131,19310577.36
-4433.094965,10973893.51
-27090.45786,20995839.8
-29655.94287,23849867.26
-12849.4432,29763604.26
-10615.37686,5172565.563
-9779.65295,7196039.381
-29189.72936,4130730.406
-8330.137684,21575846.07
-5684.793813,15984782.32
-10314.28007,35245179.88
-8198.907018,35896139.12
-16915.00671,25541778.87
-8971.870467,39385116.59
-19496.34223,1391779.46
-22690.51611,46264196.72
-26682.31305,14031892.2
-2272.216983,29656541.71
-22707.88422,21125548.29
-9334.761724,14657018.99
-10052.88558,29339467.47
-30649.10541,5420793.765
-18103.07019,8847310.482
-10011.09032,31585546.57
-30528.21719,28838079.34
-15230.93179,14943062.6
-5181.126278,401246.7791
-5911.947016,43060935.52
-12854.11084,43793394.8
-24465.95597,4819619.502
-21290.84228,4419664.352
-9000.588517,5025823.471
-12456.16309,1045062.049
-25724.6096,1140718.794
-18763.84531,4950431.137
-9471.685911,30233665.54
-13276.38788,32053316.76
-29175.57392,10367606.28
-27444.79577,1973617.842
-18656.06876,34024131.46
-30275.43397,2079327.345
-11781.81794,17446704.12
-25919.96418,45970639.82
-6399.406633,18741827
-4104.313803,18075998.61
-22604.27766,7354240.658
-8909.178969,40522976.93
-7170.042316,6015404.04
-17941.79993,14159489.56
-260.7193207,27828945.22
-18621.59969,2577109.509
-25745.98393,23446844.46
-537.5592092,6109449.669
-6941.503884,16027959.54
-9041.096649,43893526.55
-15036.87007,45378836.19
-17621.2281,46476556.72
-3730.321056,282159.2669
-29634.32343,47574004.95
-14613.36763,14865709.41
-10937.71609,17058912.34
-9202.915268,24908683.95
-30381.98566,39756677.92
-11753.67985,27568223.38
-19379.14879,26268840.93
-12175.31748,6839471.176
-30964.29277,11758017.21
-7834.965369,14298881.32
-29008.85207,20138161.5
-26476.82411,9558842.525
-27199.57528,21174015.06
-14977.43079,21530703.19
-30666.83182,2511656.24
-9413.044292,24331267.28
-3054.167758,24920521.63
-11117.90738,29720178.71
-3824.390569,18240222.46
-9854.862677,6417729.121
-8102.755424,10119074.44
-14740.9513,25503944.82
-12934.13325,12212987.45
-31629.30177,43846890.22
-20715.90293,17215850.33
-25563.96854,12307915.94
-15813.09392,31854314.34
-2917.830796,33116218.32
-5750.129968,41641636.9
-30851.99046,9613607.176
-14777.62588,13304221.75
-6666.597819,44737993.03
-6638.56492,37322079.88
-20823.75543,45443817.03
-30409.46754,24500675.9
-30332.24998,20011959.85
-3578.603207,4553457.068
-244.0529816,23576417.89
-8269.845605,20913366.7
-1033.64585,45135454.07
-6856.234299,46498436.85
-18591.88795,11158642.53
-3316.82919,11955562.9
-7242.319511,28320445.95
-7452.694243,24160590.56
-4553.104652,46800447.51
-14746.93035,15695921.8
-12548.58736,47784425.45
-18461.66503,19129052.6
-30583.25753,39060801.65
-9373.761315,36598617.86
-5476.634096,14256725.32
-18962.27079,4382752.02
-8587.217853,32088580.89
-7476.712074,20980738.06
-7165.200673,44283439.04
-26562.29834,9649031.857
-3232.267252,6660564.629
-30036.52496,5297842.891
-8146.571071,24950834.05
-6263.084043,40494766.94
-14662.56628,41145896.1
-7011.786183,29152901.16
-31806.87989,10189538.49
-23863.65184,14074086.28
-603.9340923,43503726.85
-8950.763481,45403491.86
-11513.7592,38282210.33
-20890.74274,17735924.15
-2065.440035,16508018.91
-7327.498134,44134261.58
-28648.08451,14596355.28
-9427.486905,47539773.75
-4064.118814,22874548.35
-26277.17511,4977146.061
-17638.62754,10991664.79
-28676.13881,40196833.01
-1201.245292,16247510.93
-17079.93685,22455350.82
-16667.72084,45323270
-5727.062522,10805729.93
-23080.88006,39297899.37
-25038.53396,33893412.05
-28638.35623,7408843.326
-11981.16967,35582321.1
-10390.97954,47499.66185
-23984.81275,32406376.88
-2583.543968,22901493.98
-18421.31389,15650326.9
-29982.65744,14045369.65
-12980.76301,31947728.42
-10650.63364,21150193.94
-24996.9558,10667805.28
-26513.38294,31809472.69
-28352.89561,9666494.244
-26012.1019,18665103.94
-1877.929391,10391991.39
-27134.03249,24460496.84
-17737.14334,27036547.6
-15516.02061,1237454.011
-1537.473516,40037487.67
-28202.67509,46007126.67
-23229.60172,38037166.23
-7094.92062,41983247.62
-11825.29145,35451118.48
-6957.108279,44106162.18
-30434.69311,22844874.23
-28034.60574,9448818.077
-1549.065045,32484998.01
-30487.70659,11611119.86
-3010.517106,8250302.984
-777.3874327,46504671.68
-14462.42549,38535874.24
-11266.74633,15251427.48
-14418.48451,17624944.06
-13732.52148,33574564.37
-6199.448996,8649262.283
-22460.76813,6818290.492
-23848.15823,21107161.94
-9119.036602,26610493.24
-20393.1363,25406733.38
-12395.32132,21342656.77
-16369.5646,13760169.31
-15056.42461,37201799.31
-5746.619199,9203444.609
-28628.76601,11511451.27
-6787.048744,38755779.34
-10019.42292,9903552.694
-16783.86848,29021940.94
-1262.288148,37691291.25
-20531.87688,2425227.366
-29673.30314,761048.7273
-15998.16367,17743405.4
-16454.36917,41379685.57
-2084.289015,36827042.85
-7037.203962,20730089.57
-17448.98132,38906976.54
-8381.458884,28015161.65
-30611.60437,46814050.54
-24777.07265,9961312.213
-6526.853181,41216541.54
-26281.70383,30559708.08
-5624.399113,22255128.51
-18405.62129,43905089.13
-14044.85419,28310040.18
-23019.42472,31777503.43
-23266.82984,28419027.66
-23508.71876,34294377.24
-20727.29989,10640106.3
-12099.87666,6087994.35
-8972.7105,20847718.27
-25045.22846,40506617.16
-13021.11321,12062287.58
-30421.50891,15535912.47
-20463.3759,4115531.17
-24100.57502,24348192.24
-11917.86456,3150939.47
-17143.89795,32541848.41
-9103.451358,30707411.28
-9944.054216,4225541.84
-12486.37134,12563838.51
-22807.44017,26475815.97
-25449.61925,19701841.37
-5536.244072,2217870.579
-203.3645038,46144108.6
-414.8028115,40946921.61
-2309.736656,1032930.279
-21420.02408,21589595.97
-24682.02229,46307420.9
-13268.84008,29219990.59
-19127.05363,39900969.25
-11792.22955,34568310.27
-27178.06571,13474769.94
-5349.222043,10446315.42
-2124.776161,33558396.59
-3502.101125,26171361.35
-19684.6899,15361232.59
-24537.81069,19418159.41
-7813.052572,13266455.2
-11370.07573,40815611.8
-7521.099883,47796040.7
-8867.384162,15094784.7
-14530.2749,21012761.47
-21208.7079,35295260.18
-16346.37219,29703371.59
-2710.458282,38202078.77
-24095.25165,26402257.09
-28305.87154,6796844.041
-3693.522726,5926929.966
-28095.62845,41374188.57
-20642.73097,10297931.48
-22915.59311,32003658.15
-6553.666152,25945645.47
-5586.199181,14543856.57
-23253.71636,36708379.11
-6868.382541,40082406.53
-1754.424464,1462499.481
-22729.36675,463323.1778
-13775.22271,15967785.48
-15636.08201,21676804.64
-7298.357533,26005137.55
-16033.03737,41047653.9
-11878.52113,31038119.79
-24454.1263,20324627.46
-30113.41629,2764211.788
-26418.15303,5098703.574
-12742.51117,6232782.698
-14177.65054,33104989.23
-23287.03033,12931691.28
-29841.92941,34472115.85
-11443.35773,18488928.12
-3629.512215,11552213.29
-26798.40438,3069247.336
-5257.602877,38047188.52
-23669.55358,33441700.15
-30071.77543,13643821.42
-24011.52163,24398890.67
-1410.533861,36096994.31
-31018.83387,1342465.647
-21169.32987,35918785.96
-25351.05903,17812515.68
-13788.54453,44458906.87
-15690.63225,5334228.605
-27322.04955,21935779.87
-2896.688675,14901870.53
-14891.89746,45203453.71
-25382.89477,46557828.93
-23258.79008,24257614.78
-24048.82201,7519014.895
-8311.607087,14746274.82
-21815.94776,43773430.64
-8447.584534,7474018.627
-3871.618417,6737329.844
-12632.76993,5370136.97
-10342.2204,38430004.49
-14668.97718,19800184.43
-2982.710601,18188693.89
-30043.59257,33782318.16
-2805.814078,45661813.31
-15752.06887,21144231.49
-21463.19237,45676357.32
-13181.77207,21601627.96
-30798.56118,31061950.73
-8465.591289,15774137.86
-455.7288619,26339383.44
-31118.84187,26687383.12
-14271.84338,22712704.37
-30776.72317,30119210.59
-23767.50011,37387092.16
-21981.13764,13197471.71
-9558.67995,34532387.45
-21079.49886,29782862.18
-27898.24302,42004700.91
-20302.51759,21416477.77
-15162.65415,3769325.181
-20506.45761,22792618.37
-652.923434,5898441.597
-9469.334023,4188004.043
-4274.668185,29157215.33
-6391.950429,32135366.17
-43.49318301,18865525.71
-18168.78232,42726010.08
-7678.089552,45951832.96
-10017.41365,12771055.09
-19980.49165,2056582.024
-28405.84858,6674618.207
-9348.631717,38172044.75
-24329.84799,33080434.16
-21200.42931,32793885.93
-24839.9989,23258001.55
-6128.798918,30049314.9
-8853.712187,47062212.6
-18051.08679,36449327.86
-27307.79801,8462159.293
-3635.043771,39750071.29
-20067.70595,20052033.41
-28241.95632,27968039.93
-23875.87728,39392915.81
-25208.02162,14722352.96
-4768.301593,37675093.1
-30120.9575,43475915.42
-11841.61164,1649378.563
-16569.08328,16818280.35
-11356.22363,5093109.92
-28155.35133,46936837.7
-4307.630993,22651460.31
-17090.30364,33278770.97
-9787.069071,5920852.663
-20399.88987,20568831.38
-835.1715833,13109458.48
-31521.45153,8034505.375
-1962.762677,192316.3682
-22906.28485,21565223.48
-27475.91276,18099178.62
-15258.74293,10404879.79
-4456.28796,24194094.42
-9591.196786,20834385.95
-26482.74874,34857635.39
-12330.7865,3463674.073
-15853.15171,31023314.99
-7086.273667,22611668.09
-25484.5629,30956422.42
-6019.009064,32021217.87
-16086.12923,38386938.89
-13744.63866,3589157.068
-26771.57351,33658621.23
-6256.865907,20267873.18
-25206.89723,19494878.47
-7589.531225,4866956.459
-23210.55483,21626685.47
-21225.33183,41271471.59
-5209.106472,41768960.39
-9306.291405,20217409.81
-21193.93892,30653421.73
-17892.96178,7953223.668
-3510.664901,41171325.48
-13905.9718,19606065.69
-12997.85426,9128306.076
-9655.516552,34591314.49
-28483.40363,37817620.51
-6801.48654,34419545.42
-27381.48664,3361171.363
-17617.45817,34177775.73
-6804.075738,26626075.64
-16174.23093,47623055.94
-14676.30484,22185595.73
-3208.870607,10624106.54
-26067.46681,40177547.45
-29720.43835,34752478.33
-25107.34072,39134479.45
-3839.009877,39051600.67
-27383.64803,30062220.21
-27874.29309,32321838.76
-23185.88403,22411771.29
-21398.68015,29258620.81
-806.738602,26322409.78
-11524.73591,8988129.43
-4687.231756,22576000.92
-11013.29019,19234031.77
-5649.992039,14231949.3
-3203.036082,45030611.41
-8765.595235,24489300.93
-31770.62926,42835575.3
-9163.519573,41060528.7
-7149.217264,29105911.14
-17250.54781,8852453.502
-17979.61937,23873443.77
-16384.298,20142848.16
-22892.63807,42433201.94
-16880.00948,69209.06797
-6183.109409,29367293.65
-21953.66323,28228587.04
-7206.567221,46471982.81
-3124.963916,25474124.28
-29600.3315,15659122.13
